;PostalCode;lat;lng
0;35102;50.733665;8.605472
1;35102;50.733665;8.607845642201836
2;35102;50.733665;8.610219284403671
3;35102;50.733665;8.612592926605505
4;35102;50.733665;8.61496656880734
5;35102;50.733665;8.617340211009175
6;35102;50.733665;8.61971385321101
7;35102;50.733665;8.622087495412845
8;35102;50.733665;8.624461137614679
9;35102;50.733665;8.626834779816514
10;35102;50.733665;8.62920842201835
11;35102;50.733665;8.631582064220185
12;35102;50.733665;8.633955706422018
13;35102;50.733665;8.636329348623853
14;35102;50.733665;8.638702990825688
15;35102;50.733665;8.641076633027524
16;35102;50.733665;8.643450275229359
17;35102;50.733665;8.645823917431192
18;35102;50.733665;8.648197559633028
19;35102;50.733665;8.650571201834863
20;35102;50.733665;8.652944844036698
21;35102;50.733665;8.655318486238533
22;35102;50.733665;8.657692128440367
23;35102;50.733665;8.660065770642202
24;35096;50.733665;8.662439412844037
25;35096;50.733665;8.664813055045872
26;35096;50.733665;8.667186697247708
27;35096;50.733665;8.669560339449541
28;35096;50.733665;8.671933981651376
29;35096;50.733665;8.674307623853212
30;35096;50.733665;8.676681266055047
31;35096;50.733665;8.67905490825688
32;35096;50.733665;8.681428550458715
33;35096;50.733665;8.68380219266055
34;35096;50.733665;8.686175834862386
35;35096;50.733665;8.688549477064221
36;35096;50.733665;8.690923119266055
37;35096;50.733665;8.69329676146789
38;35096;50.733665;8.695670403669725
39;35096;50.733665;8.69804404587156
40;35096;50.733665;8.700417688073395
41;35096;50.733665;8.702791330275229
42;35096;50.733665;8.705164972477064
43;35096;50.733665;8.7075386146789
44;35096;50.733665;8.709912256880735
45;35096;50.733665;8.71228589908257
46;35096;50.733665;8.714659541284403
47;35096;50.733665;8.717033183486238
48;35096;50.733665;8.719406825688074
49;35096;50.733665;8.721780467889909
50;35096;50.733665;8.724154110091742
51;35096;50.733665;8.726527752293578
52;35096;50.733665;8.728901394495413
53;35096;50.733665;8.731275036697248
54;35096;50.733665;8.733648678899083
55;35096;50.733665;8.736022321100917
56;35096;50.733665;8.738395963302752
57;35096;50.733665;8.740769605504587
58;35096;50.733665;8.743143247706422
59;35096;50.733665;8.745516889908258
60;35096;50.733665;8.747890532110091
61;35096;50.733665;8.750264174311926
62;35096;50.733665;8.752637816513761
63;35096;50.733665;8.755011458715597
64;35112;50.733665;8.757385100917432
65;35112;50.733665;8.759758743119265
66;35112;50.733665;8.7621323853211
67;35112;50.733665;8.764506027522936
68;35112;50.733665;8.766879669724771
69;35096;50.733665;8.769253311926605
70;35096;50.733665;8.77162695412844
71;35096;50.733665;8.774000596330275
72;35096;50.733665;8.77637423853211
73;35096;50.733665;8.778747880733945
74;35096;50.733665;8.781121522935779
75;35096;50.733665;8.783495165137614
76;35096;50.733665;8.78586880733945
77;35096;50.733665;8.788242449541285
78;35085;50.733665;8.79061609174312
79;35085;50.733665;8.792989733944953
80;35085;50.733665;8.795363376146788
81;35085;50.733665;8.797737018348624
82;35085;50.733665;8.800110660550459
83;35085;50.733665;8.802484302752294
84;35085;50.733665;8.804857944954128
85;35085;50.733665;8.807231587155963
86;35085;50.733665;8.809605229357798
87;35085;50.733665;8.811978871559633
88;35085;50.733665;8.814352513761467
89;35085;50.733665;8.816726155963302
90;35085;50.733665;8.819099798165137
91;35085;50.733665;8.821473440366972
92;35085;50.733665;8.823847082568808
93;35085;50.733665;8.826220724770641
